"Date","Price","Open","High","Low","Vol.","Change %"
"06/27/2024","1.3701","1.3702","1.3714","1.3676","","0.01%"
"06/26/2024","1.3700","1.3657","1.3709","1.3649","","0.33%"
"06/25/2024","1.3655","1.3657","1.3682","1.3629","","0.01%"
"06/24/2024","1.3654","1.3696","1.3710","1.3649","","-0.29%"
"06/21/2024","1.3694","1.3687","1.3719","1.3674","","0.05%"
"06/20/2024","1.3687","1.3708","1.3722","1.3681","","-0.13%"
"06/19/2024","1.3705","1.3718","1.3727","1.3697","","-0.09%"
"06/18/2024","1.3717","1.3724","1.3758","1.3708","","-0.04%"
"06/17/2024","1.3722","1.3735","1.3766","1.3720","","-0.09%"
"06/14/2024","1.3735","1.3745","1.3781","1.3727","","-0.05%"
"06/13/2024","1.3742","1.3723","1.3766","1.3714","","0.15%"
"06/12/2024","1.3722","1.3759","1.3762","1.3679","","-0.25%"
"06/11/2024","1.3757","1.3760","1.3793","1.3747","","-0.01%"
"06/10/2024","1.3758","1.3755","1.3783","1.3753","","-0.04%"
"06/07/2024","1.3764","1.3670","1.3769","1.3662","","0.70%"
"06/06/2024","1.3668","1.3695","1.3711","1.3664","","-0.18%"
"06/05/2024","1.3692","1.3678","1.3743","1.3665","","0.10%"
"06/04/2024","1.3678","1.3628","1.3700","1.3620","","0.37%"
"06/03/2024","1.3627","1.3628","1.3670","1.3602","","0.01%"
"05/31/2024","1.3626","1.3679","1.3691","1.3618","","-0.38%"
"05/30/2024","1.3678","1.3718","1.3736","1.3659","","-0.26%"
"05/29/2024","1.3714","1.3644","1.3721","1.3641","","0.51%"
"05/28/2024","1.3645","1.3637","1.3655","1.3613","","0.10%"
"05/27/2024","1.3632","1.3668","1.3673","1.3628","","-0.21%"
"05/24/2024","1.3661","1.3734","1.3740","1.3647","","-0.50%"
"05/23/2024","1.3729","1.3695","1.3745","1.3655","","0.26%"
"05/22/2024","1.3693","1.3655","1.3700","1.3624","","0.30%"
"05/21/2024","1.3652","1.3625","1.3676","1.3613","","0.22%"
"05/20/2024","1.3622","1.3612","1.3636","1.3595","","0.10%"
"05/17/2024","1.3609","1.3618","1.3645","1.3600","","-0.07%"
"05/16/2024","1.3618","1.3602","1.3643","1.3589","","0.12%"
"05/15/2024","1.3601","1.3649","1.3662","1.3590","","-0.34%"
"05/14/2024","1.3647","1.3667","1.3691","1.3632","","-0.13%"
"05/13/2024","1.3665","1.3672","1.3691","1.3660","","-0.04%"
"05/10/2024","1.3670","1.3677","1.3691","1.3634","","-0.04%"
"05/09/2024","1.3675","1.3723","1.3739","1.3673","","-0.33%"
"05/08/2024","1.3720","1.3727","1.3764","1.3716","","-0.02%"
"05/07/2024","1.3723","1.3661","1.3743","1.3660","","0.45%"
"05/06/2024","1.3662","1.3686","1.3699","1.3647","","-0.16%"
"05/03/2024","1.3684","1.3672","1.3693","1.3609","","0.10%"
"05/02/2024","1.3671","1.3739","1.3743","1.3668","","-0.49%"
"05/01/2024","1.3738","1.3779","1.3785","1.3703","","-0.28%"
"04/30/2024","1.3777","1.3662","1.3785","1.3657","","0.86%"
"04/29/2024","1.3659","1.3671","1.3678","1.3631","","-0.07%"
"04/26/2024","1.3669","1.3654","1.3697","1.3634","","0.10%"
"04/25/2024","1.3655","1.3698","1.3732","1.3649","","-0.33%"
"04/24/2024","1.3700","1.3664","1.3730","1.3654","","0.29%"
"04/23/2024","1.3661","1.3701","1.3716","1.3655","","-0.27%"
"04/22/2024","1.3698","1.3757","1.3757","1.3686","","-0.40%"
"04/19/2024","1.3753","1.3768","1.3806","1.3723","","-0.09%"
"04/18/2024","1.3765","1.3773","1.3783","1.3741","","-0.04%"
"04/17/2024","1.3770","1.3829","1.3838","1.3758","","-0.42%"
"04/16/2024","1.3828","1.3788","1.3848","1.3773","","0.30%"
"04/15/2024","1.3786","1.3775","1.3795","1.3724","","0.10%"
"04/12/2024","1.3772","1.3689","1.3789","1.3682","","0.61%"
"04/11/2024","1.3689","1.3682","1.3727","1.3661","","0.10%"
"04/10/2024","1.3675","1.3572","1.3704","1.3555","","0.80%"
"04/09/2024","1.3567","1.3578","1.3600","1.3547","","-0.03%"
"04/08/2024","1.3571","1.3590","1.3618","1.3569","","-0.13%"
"04/05/2024","1.3588","1.3543","1.3649","1.3540","","0.35%"
"04/04/2024","1.3541","1.3527","1.3561","1.3477","","0.11%"
"04/03/2024","1.3526","1.3568","1.3590","1.3510","","-0.28%"
"04/02/2024","1.3564","1.3571","1.3586","1.3555","","-0.04%"
"04/01/2024","1.3569","1.3545","1.3588","1.3514","","0.24%"
"03/29/2024","1.3537","1.3541","1.3563","1.3531","","-0.01%"
"03/28/2024","1.3538","1.3568","1.3615","1.3524","","-0.21%"
"03/27/2024","1.3567","1.3585","1.3609","1.3564","","-0.11%"
"03/26/2024","1.3582","1.3586","1.3592","1.3552","","-0.01%"
"03/25/2024","1.3584","1.3599","1.3615","1.3569","","-0.16%"
"03/22/2024","1.3606","1.3532","1.3615","1.3518","","0.57%"
"03/21/2024","1.3529","1.3493","1.3543","1.3455","","0.29%"
"03/20/2024","1.3490","1.3567","1.3606","1.3481","","-0.54%"
"03/19/2024","1.3563","1.3532","1.3615","1.3531","","0.24%"
"03/18/2024","1.3531","1.3540","1.3553","1.3520","","-0.07%"
"03/15/2024","1.3541","1.3533","1.3553","1.3509","","0.07%"
"03/14/2024","1.3532","1.3470","1.3543","1.3459","","0.47%"
"03/13/2024","1.3469","1.3493","1.3500","1.3458","","-0.14%"
"03/12/2024","1.3488","1.3485","1.3527","1.3466","","0.04%"
"03/11/2024","1.3482","1.3480","1.3511","1.3468","","0.03%"
"03/08/2024","1.3478","1.3459","1.3499","1.3419","","0.16%"
"03/07/2024","1.3457","1.3519","1.3527","1.3453","","-0.41%"
"03/06/2024","1.3513","1.3592","1.3601","1.3498","","-0.56%"
"03/05/2024","1.3589","1.3573","1.3607","1.3554","","0.13%"
"03/04/2024","1.3571","1.3559","1.3585","1.3545","","0.10%"
"03/01/2024","1.3557","1.3573","1.3603","1.3544","","-0.13%"
"02/29/2024","1.3575","1.3580","1.3599","1.3540","","-0.01%"
"02/28/2024","1.3576","1.3528","1.3607","1.3524","","0.36%"
"02/27/2024","1.3527","1.3509","1.3541","1.3484","","0.15%"
"02/26/2024","1.3507","1.3503","1.3530","1.3495","","0.01%"
"02/23/2024","1.3505","1.3482","1.3519","1.3461","","0.18%"
"02/22/2024","1.3481","1.3505","1.3510","1.3440","","-0.18%"
"02/21/2024","1.3505","1.3524","1.3538","1.3493","","-0.11%"
"02/20/2024","1.3520","1.3491","1.3531","1.3471","","0.24%"
"02/19/2024","1.3488","1.3486","1.3498","1.3467","","0.03%"
"02/16/2024","1.3484","1.3466","1.3509","1.3460","","0.16%"
"02/15/2024","1.3463","1.3545","1.3553","1.3463","","-0.58%"
"02/14/2024","1.3541","1.3564","1.3574","1.3530","","-0.16%"
"02/13/2024","1.3563","1.3451","1.3588","1.3439","","0.86%"
"02/12/2024","1.3448","1.3461","1.3477","1.3429","","-0.07%"
"02/09/2024","1.3458","1.3463","1.3483","1.3413","","0.02%"
"02/08/2024","1.3455","1.3463","1.3495","1.3447","","-0.06%"
"02/07/2024","1.3463","1.3494","1.3496","1.3454","","-0.21%"
"02/06/2024","1.3492","1.3540","1.3546","1.3476","","-0.34%"
"02/05/2024","1.3538","1.3466","1.3545","1.3452","","0.58%"
"02/02/2024","1.3460","1.3386","1.3477","1.3365","","0.57%"
"02/01/2024","1.3384","1.3437","1.3465","1.3367","","-0.37%"
"01/31/2024","1.3434","1.3401","1.3447","1.3357","","0.28%"
"01/30/2024","1.3396","1.3419","1.3448","1.3394","","-0.11%"
"01/29/2024","1.3411","1.3457","1.3466","1.3409","","-0.29%"
"01/26/2024","1.3450","1.3475","1.3485","1.3413","","-0.18%"
"01/25/2024","1.3474","1.3519","1.3536","1.3468","","-0.35%"
"01/24/2024","1.3522","1.3462","1.3530","1.3429","","0.46%"
"01/23/2024","1.3460","1.3480","1.3493","1.3452","","-0.13%"
"01/22/2024","1.3478","1.3438","1.3484","1.3414","","0.36%"
"01/19/2024","1.3429","1.3486","1.3504","1.3426","","-0.42%"
"01/18/2024","1.3485","1.3507","1.3527","1.3479","","-0.15%"
"01/17/2024","1.3505","1.3491","1.3543","1.3480","","0.10%"
"01/16/2024","1.3492","1.3427","1.3503","1.3423","","0.51%"
"01/15/2024","1.3424","1.3409","1.3449","1.3382","","0.12%"
"01/12/2024","1.3408","1.3394","1.3413","1.3343","","0.13%"
"01/11/2024","1.3391","1.3380","1.3444","1.3350","","0.10%"
"01/10/2024","1.3378","1.3391","1.3397","1.3365","","-0.08%"
"01/09/2024","1.3389","1.3346","1.3416","1.3340","","0.33%"
"01/08/2024","1.3345","1.3347","1.3406","1.3344","","-0.13%"
"01/05/2024","1.3362","1.3349","1.3400","1.3287","","0.11%"
"01/04/2024","1.3347","1.3359","1.3367","1.3316","","-0.04%"
"01/03/2024","1.3353","1.3324","1.3373","1.3317","","0.23%"
"01/02/2024","1.3322","1.3239","1.3335","1.3228","","0.65%"
"01/01/2024","1.3236","1.3247","1.3254","1.3234","","-0.07%"
"12/29/2023","1.3245","1.3229","1.3266","1.3178","","0.12%"
"12/28/2023","1.3229","1.3208","1.3237","1.3181","","0.17%"
"12/27/2023","1.3207","1.3201","1.3221","1.3176","","0.09%"
"12/26/2023","1.3195","1.3257","1.3264","1.3194","","-0.42%"
"12/25/2023","1.3250","1.3267","1.3300","1.3250","","-0.17%"
"12/22/2023","1.3272","1.3282","1.3294","1.3218","","-0.06%"
"12/21/2023","1.3280","1.3370","1.3373","1.3275","","-0.64%"
"12/20/2023","1.3366","1.3333","1.3372","1.3310","","0.26%"
"12/19/2023","1.3331","1.3398","1.3402","1.3331","","-0.48%"
"12/18/2023","1.3395","1.3365","1.3411","1.3349","","0.10%"
"12/15/2023","1.3381","1.3409","1.3416","1.3349","","-0.19%"
"12/14/2023","1.3406","1.3515","1.3522","1.3393","","-0.82%"
"12/13/2023","1.3517","1.3590","1.3610","1.3494","","-0.52%"
"12/12/2023","1.3588","1.3575","1.3620","1.3545","","0.10%"
"12/11/2023","1.3574","1.3585","1.3606","1.3549","","-0.10%"
"12/08/2023","1.3587","1.3598","1.3611","1.3550","","-0.05%"
"12/07/2023","1.3594","1.3594","1.3621","1.3583","","0.02%"
"12/06/2023","1.3591","1.3588","1.3598","1.3548","","0.01%"
"12/05/2023","1.3590","1.3536","1.3596","1.3533","","0.39%"
"12/04/2023","1.3537","1.3506","1.3563","1.3479","","0.30%"
"12/01/2023","1.3497","1.3562","1.3571","1.3486","","-0.48%"
"11/30/2023","1.3562","1.3586","1.3628","1.3551","","-0.20%"
"11/29/2023","1.3589","1.3571","1.3616","1.3541","","0.11%"
"11/28/2023","1.3574","1.3620","1.3623","1.3559","","-0.30%"
"11/27/2023","1.3615","1.3636","1.3663","1.3613","","-0.15%"
"11/24/2023","1.3635","1.3694","1.3713","1.3593","","-0.42%"
"11/23/2023","1.3692","1.3687","1.3712","1.3650","","0.03%"
"11/22/2023","1.3688","1.3701","1.3767","1.3685","","-0.09%"
"11/21/2023","1.3700","1.3725","1.3733","1.3680","","-0.17%"
"11/20/2023","1.3724","1.3714","1.3750","1.3689","","0.04%"
"11/17/2023","1.3718","1.3755","1.3772","1.3708","","-0.27%"
"11/16/2023","1.3755","1.3684","1.3778","1.3677","","0.56%"
"11/15/2023","1.3678","1.3693","1.3712","1.3653","","-0.10%"
"11/14/2023","1.3692","1.3801","1.3845","1.3684","","-0.78%"
"11/13/2023","1.3799","1.3801","1.3833","1.3776","","0.00%"
"11/10/2023","1.3799","1.3811","1.3856","1.3790","","-0.05%"
"11/09/2023","1.3806","1.3795","1.3817","1.3746","","0.11%"
"11/08/2023","1.3791","1.3768","1.3816","1.3754","","0.18%"
"11/07/2023","1.3766","1.3700","1.3784","1.3689","","0.50%"
"11/06/2023","1.3697","1.3670","1.3704","1.3628","","0.28%"
"11/03/2023","1.3659","1.3739","1.3762","1.3653","","-0.57%"
"11/02/2023","1.3737","1.3859","1.3860","1.3735","","-0.86%"
"11/01/2023","1.3856","1.3874","1.3901","1.3841","","-0.13%"
"10/31/2023","1.3874","1.3826","1.3894","1.3813","","0.35%"
"10/30/2023","1.3825","1.3867","1.3878","1.3813","","-0.32%"
"10/27/2023","1.3869","1.3831","1.3882","1.3796","","0.27%"
"10/26/2023","1.3831","1.3796","1.3845","1.3789","","0.26%"
"10/25/2023","1.3795","1.3736","1.3811","1.3729","","0.42%"
"10/24/2023","1.3737","1.3688","1.3756","1.3660","","0.35%"
"10/23/2023","1.3689","1.3711","1.3738","1.3667","","-0.20%"
"10/20/2023","1.3716","1.3719","1.3735","1.3670","","-0.01%"
"10/19/2023","1.3718","1.3713","1.3742","1.3679","","0.02%"
"10/18/2023","1.3715","1.3649","1.3718","1.3617","","0.48%"
"10/17/2023","1.3649","1.3610","1.3704","1.3606","","0.29%"
"10/16/2023","1.3609","1.3670","1.3670","1.3606","","-0.35%"
"10/13/2023","1.3657","1.3690","1.3696","1.3636","","-0.23%"
"10/12/2023","1.3689","1.3594","1.3702","1.3578","","0.71%"
"10/11/2023","1.3592","1.3584","1.3625","1.3571","","0.07%"
"10/10/2023","1.3583","1.3590","1.3619","1.3569","","-0.05%"
"10/09/2023","1.3590","1.3678","1.3681","1.3581","","-0.52%"
"10/06/2023","1.3661","1.3709","1.3746","1.3644","","-0.31%"
"10/05/2023","1.3704","1.3745","1.3787","1.3703","","-0.29%"
"10/04/2023","1.3744","1.3708","1.3781","1.3689","","0.26%"
"10/03/2023","1.3708","1.3676","1.3737","1.3664","","0.23%"
"10/02/2023","1.3676","1.3573","1.3681","1.3556","","0.73%"
"09/29/2023","1.3577","1.3489","1.3586","1.3417","","0.67%"
"09/28/2023","1.3486","1.3498","1.3518","1.3470","","-0.07%"
"09/27/2023","1.3496","1.3517","1.3544","1.3495","","-0.14%"
"09/26/2023","1.3515","1.3454","1.3529","1.3448","","0.45%"
"09/25/2023","1.3454","1.3474","1.3493","1.3453","","-0.22%"
"09/22/2023","1.3483","1.3480","1.3493","1.3423","","0.00%"
"09/21/2023","1.3483","1.3462","1.3525","1.3451","","0.17%"
"09/20/2023","1.3460","1.3447","1.3479","1.3394","","0.09%"
"09/19/2023","1.3448","1.3486","1.3491","1.3381","","-0.27%"
"09/18/2023","1.3485","1.3523","1.3529","1.3470","","-0.28%"
"09/15/2023","1.3523","1.3509","1.3550","1.3493","","0.11%"
"09/14/2023","1.3508","1.3555","1.3556","1.3493","","-0.28%"
"09/13/2023","1.3546","1.3553","1.3588","1.3521","","-0.05%"
"09/12/2023","1.3553","1.3571","1.3594","1.3543","","-0.13%"
"09/11/2023","1.3570","1.3632","1.3640","1.3560","","-0.51%"
"09/08/2023","1.3640","1.3683","1.3691","1.3607","","-0.30%"
"09/07/2023","1.3681","1.3637","1.3696","1.3632","","0.34%"
"09/06/2023","1.3635","1.3642","1.3678","1.3622","","-0.04%"
"09/05/2023","1.3640","1.3590","1.3670","1.3587","","0.37%"
"09/04/2023","1.3590","1.3599","1.3606","1.3575","","-0.03%"
"09/01/2023","1.3594","1.3508","1.3614","1.3489","","0.64%"
"08/31/2023","1.3507","1.3533","1.3559","1.3504","","-0.18%"
"08/30/2023","1.3531","1.3553","1.3578","1.3512","","-0.16%"
"08/29/2023","1.3553","1.3600","1.3639","1.3550","","-0.32%"
"08/28/2023","1.3597","1.3602","1.3613","1.3569","","-0.04%"
"08/25/2023","1.3602","1.3583","1.3641","1.3569","","0.17%"
"08/24/2023","1.3579","1.3526","1.3590","1.3510","","0.40%"
"08/23/2023","1.3525","1.3550","1.3605","1.3520","","-0.18%"
"08/22/2023","1.3550","1.3545","1.3566","1.3512","","0.05%"
"08/21/2023","1.3543","1.3548","1.3574","1.3495","","-0.07%"
"08/18/2023","1.3552","1.3546","1.3576","1.3524","","0.05%"
"08/17/2023","1.3545","1.3538","1.3554","1.3495","","0.07%"
"08/16/2023","1.3535","1.3499","1.3546","1.3474","","0.28%"
"08/15/2023","1.3497","1.3462","1.3503","1.3439","","0.28%"
"08/14/2023","1.3459","1.3436","1.3482","1.3433","","0.16%"
"08/11/2023","1.3438","1.3443","1.3467","1.3411","","-0.05%"
"08/10/2023","1.3445","1.3420","1.3451","1.3372","","0.20%"
"08/09/2023","1.3418","1.3424","1.3455","1.3404","","-0.01%"
"08/08/2023","1.3420","1.3369","1.3503","1.3364","","0.40%"
"08/07/2023","1.3367","1.3373","1.3401","1.3355","","-0.04%"
"08/04/2023","1.3373","1.3354","1.3395","1.3319","","0.17%"
"08/03/2023","1.3350","1.3350","1.3379","1.3329","","0.01%"
"08/02/2023","1.3348","1.3279","1.3354","1.3265","","0.52%"
"08/01/2023","1.3279","1.3190","1.3302","1.3183","","0.70%"
"07/31/2023","1.3187","1.3232","1.3263","1.3150","","-0.50%"
"07/28/2023","1.3253","1.3224","1.3255","1.3201","","0.21%"
"07/27/2023","1.3225","1.3207","1.3245","1.3158","","0.14%"
"07/26/2023","1.3207","1.3168","1.3239","1.3167","","0.31%"
"07/25/2023","1.3166","1.3165","1.3211","1.3146","","0.00%"
"07/24/2023","1.3166","1.3220","1.3230","1.3150","","-0.42%"
"07/21/2023","1.3222","1.3175","1.3228","1.3152","","0.38%"
"07/20/2023","1.3172","1.3166","1.3196","1.3119","","0.06%"
"07/19/2023","1.3164","1.3168","1.3195","1.3155","","-0.02%"
"07/18/2023","1.3167","1.3197","1.3244","1.3167","","-0.22%"
"07/17/2023","1.3196","1.3215","1.3233","1.3160","","-0.15%"
"07/14/2023","1.3216","1.3116","1.3228","1.3091","","0.82%"
"07/13/2023","1.3109","1.3183","1.3196","1.3103","","-0.58%"
"07/12/2023","1.3185","1.3231","1.3236","1.3143","","-0.34%"
"07/11/2023","1.3230","1.3279","1.3291","1.3230","","-0.37%"
"07/10/2023","1.3279","1.3272","1.3306","1.3268","","0.06%"
"07/07/2023","1.3271","1.3368","1.3388","1.3266","","-0.72%"
"07/06/2023","1.3367","1.3280","1.3373","1.3274","","0.67%"
"07/05/2023","1.3278","1.3225","1.3294","1.3219","","0.42%"
"07/04/2023","1.3222","1.3250","1.3258","1.3203","","-0.19%"
"07/03/2023","1.3247","1.3243","1.3275","1.3230","","0.08%"
"06/30/2023","1.3236","1.3251","1.3285","1.3207","","-0.10%"
"06/29/2023","1.3249","1.3257","1.3287","1.3239","","-0.05%"
"06/28/2023","1.3256","1.3192","1.3278","1.3189","","0.50%"
"06/27/2023","1.3190","1.3153","1.3194","1.3116","","0.28%"
"06/26/2023","1.3153","1.3184","1.3186","1.3136","","-0.21%"
"06/23/2023","1.3181","1.3152","1.3227","1.3143","","0.25%"
"06/22/2023","1.3148","1.3161","1.3181","1.3138","","-0.11%"
"06/21/2023","1.3162","1.3235","1.3247","1.3157","","-0.54%"
"06/20/2023","1.3233","1.3214","1.3271","1.3205","","0.19%"
"06/19/2023","1.3208","1.3204","1.3230","1.3179","","0.08%"
"06/16/2023","1.3198","1.3220","1.3241","1.3177","","-0.18%"
"06/15/2023","1.3222","1.3322","1.3356","1.3209","","-0.75%"
"06/14/2023","1.3322","1.3316","1.3354","1.3271","","0.06%"
"06/13/2023","1.3314","1.3370","1.3380","1.3285","","-0.40%"
"06/12/2023","1.3368","1.3341","1.3385","1.3314","","0.20%"
"06/09/2023","1.3341","1.3356","1.3373","1.3312","","-0.07%"
"06/08/2023","1.3351","1.3371","1.3389","1.3333","","-0.14%"
"06/07/2023","1.3370","1.3405","1.3428","1.3321","","-0.25%"
"06/06/2023","1.3403","1.3448","1.3453","1.3390","","-0.31%"
"06/05/2023","1.3445","1.3432","1.3463","1.3417","","0.16%"
"06/02/2023","1.3423","1.3453","1.3454","1.3407","","-0.20%"
"06/01/2023","1.3450","1.3572","1.3587","1.3436","","-0.90%"
"05/31/2023","1.3572","1.3601","1.3653","1.3569","","-0.18%"
"05/30/2023","1.3597","1.3592","1.3615","1.3567","","0.07%"
"05/29/2023","1.3587","1.3603","1.3620","1.3583","","-0.19%"
"05/26/2023","1.3613","1.3641","1.3655","1.3600","","-0.18%"
"05/25/2023","1.3637","1.3595","1.3646","1.3586","","0.33%"
"05/24/2023","1.3592","1.3508","1.3607","1.3495","","0.63%"
"05/23/2023","1.3507","1.3506","1.3550","1.3484","","0.02%"
"05/22/2023","1.3504","1.3499","1.3520","1.3485","","0.04%"
"05/19/2023","1.3498","1.3503","1.3525","1.3468","","-0.01%"
"05/18/2023","1.3500","1.3449","1.3526","1.3448","","0.36%"
"05/17/2023","1.3451","1.3482","1.3537","1.3437","","-0.23%"
"05/16/2023","1.3482","1.3464","1.3495","1.3404","","0.13%"
"05/15/2023","1.3465","1.3564","1.3569","1.3459","","-0.61%"
"05/12/2023","1.3548","1.3493","1.3566","1.3480","","0.42%"
"05/11/2023","1.3491","1.3370","1.3497","1.3363","","0.91%"
"05/10/2023","1.3370","1.3387","1.3415","1.3335","","-0.13%"
"05/09/2023","1.3387","1.3372","1.3407","1.3365","","0.11%"
"05/08/2023","1.3372","1.3385","1.3389","1.3314","","-0.01%"
"05/05/2023","1.3373","1.3538","1.3545","1.3371","","-1.21%"
"05/04/2023","1.3537","1.3618","1.3634","1.3519","","-0.57%"
"05/03/2023","1.3615","1.3625","1.3641","1.3582","","-0.07%"
"05/02/2023","1.3625","1.3546","1.3639","1.3527","","0.61%"
"05/01/2023","1.3542","1.3545","1.3585","1.3529","","-0.06%"
"04/28/2023","1.3550","1.3592","1.3669","1.3535","","-0.30%"
"04/27/2023","1.3591","1.3636","1.3647","1.3588","","-0.32%"
"04/26/2023","1.3635","1.3628","1.3653","1.3599","","0.07%"
"04/25/2023","1.3625","1.3540","1.3649","1.3524","","0.64%"
"04/24/2023","1.3539","1.3543","1.3569","1.3522","","0.00%"
"04/21/2023","1.3539","1.3474","1.3565","1.3472","","0.48%"
"04/20/2023","1.3474","1.3460","1.3491","1.3447","","0.10%"
"04/19/2023","1.3460","1.3389","1.3468","1.3385","","0.55%"
"04/18/2023","1.3387","1.3394","1.3401","1.3359","","-0.04%"
"04/17/2023","1.3392","1.3362","1.3421","1.3342","","0.23%"
"04/14/2023","1.3361","1.3338","1.3397","1.3302","","0.20%"
"04/13/2023","1.3334","1.3442","1.3449","1.3333","","-0.77%"
"04/12/2023","1.3438","1.3468","1.3491","1.3428","","-0.21%"
"04/11/2023","1.3466","1.3510","1.3518","1.3462","","-0.30%"
"04/10/2023","1.3506","1.3523","1.3554","1.3485","","-0.01%"
"04/07/2023","1.3507","1.3492","1.3531","1.3483","","0.11%"
"04/06/2023","1.3492","1.3458","1.3507","1.3447","","0.25%"
"04/05/2023","1.3458","1.3442","1.3485","1.3426","","0.14%"
"04/04/2023","1.3439","1.3438","1.3469","1.3407","","0.03%"
"04/03/2023","1.3435","1.3518","1.3538","1.3411","","-0.59%"
"03/31/2023","1.3515","1.3523","1.3566","1.3507","","-0.04%"
"03/30/2023","1.3520","1.3558","1.3583","1.3516","","-0.26%"
"03/29/2023","1.3555","1.3603","1.3618","1.3556","","-0.32%"
"03/28/2023","1.3598","1.3663","1.3697","1.3591","","-0.45%"
"03/27/2023","1.3660","1.3741","1.3747","1.3649","","-0.61%"
"03/24/2023","1.3744","1.3717","1.3806","1.3707","","0.23%"
"03/23/2023","1.3713","1.3728","1.3736","1.3630","","-0.10%"
"03/22/2023","1.3727","1.3716","1.3746","1.3657","","0.10%"
"03/21/2023","1.3713","1.3666","1.3739","1.3644","","0.36%"
"03/20/2023","1.3664","1.3725","1.3748","1.3651","","-0.46%"
"03/17/2023","1.3727","1.3722","1.3775","1.3677","","0.07%"
"03/16/2023","1.3718","1.3762","1.3789","1.3714","","-0.36%"
"03/15/2023","1.3767","1.3685","1.3815","1.3660","","0.61%"
"03/14/2023","1.3684","1.3726","1.3752","1.3651","","-0.29%"
"03/13/2023","1.3724","1.3819","1.3827","1.3676","","-0.74%"
"03/10/2023","1.3827","1.3824","1.3863","1.3761","","0.00%"
"03/09/2023","1.3827","1.3801","1.3838","1.3752","","0.17%"
"03/08/2023","1.3804","1.3754","1.3817","1.3744","","0.39%"
"03/07/2023","1.3751","1.3616","1.3762","1.3600","","1.02%"
"03/06/2023","1.3612","1.3596","1.3630","1.3582","","0.14%"
"03/03/2023","1.3593","1.3596","1.3646","1.3554","","-0.01%"
"03/02/2023","1.3594","1.3596","1.3643","1.3582","","0.00%"
"03/01/2023","1.3594","1.3642","1.3661","1.3584","","-0.37%"
"02/28/2023","1.3645","1.3577","1.3649","1.3560","","0.52%"
"02/27/2023","1.3575","1.3613","1.3626","1.3534","","-0.25%"
"02/24/2023","1.3609","1.3545","1.3667","1.3527","","0.46%"
"02/23/2023","1.3547","1.3550","1.3583","1.3516","","-0.01%"
"02/22/2023","1.3549","1.3543","1.3569","1.3514","","0.09%"
"02/21/2023","1.3537","1.3454","1.3550","1.3441","","0.64%"
"02/20/2023","1.3451","1.3476","1.3495","1.3441","","-0.14%"
"02/17/2023","1.3470","1.3454","1.3539","1.3447","","0.10%"
"02/16/2023","1.3456","1.3391","1.3480","1.3357","","0.48%"
"02/15/2023","1.3392","1.3338","1.3441","1.3333","","0.43%"
"02/14/2023","1.3334","1.3333","1.3392","1.3274","","0.03%"
"02/13/2023","1.3330","1.3346","1.3381","1.3325","","-0.10%"
"02/10/2023","1.3344","1.3452","1.3474","1.3338","","-0.80%"
"02/09/2023","1.3451","1.3444","1.3465","1.3372","","0.05%"
"02/08/2023","1.3444","1.3400","1.3452","1.3360","","0.34%"
"02/07/2023","1.3398","1.3446","1.3470","1.3380","","-0.36%"
"02/06/2023","1.3446","1.3390","1.3477","1.3390","","0.37%"
"02/03/2023","1.3396","1.3318","1.3427","1.3311","","0.61%"
"02/02/2023","1.3315","1.3287","1.3348","1.3262","","0.21%"
"02/01/2023","1.3287","1.3305","1.3381","1.3265","","-0.14%"
"01/31/2023","1.3305","1.3388","1.3472","1.3298","","-0.59%"
"01/30/2023","1.3384","1.3312","1.3390","1.3299","","0.56%"
"01/27/2023","1.3309","1.3322","1.3348","1.3300","","-0.08%"
"01/26/2023","1.3320","1.3392","1.3409","1.3303","","-0.54%"
"01/25/2023","1.3392","1.3372","1.3430","1.3340","","0.16%"
"01/24/2023","1.3370","1.3371","1.3415","1.3346","","0.03%"
"01/23/2023","1.3366","1.3386","1.3419","1.3341","","-0.10%"
"01/20/2023","1.3380","1.3462","1.3499","1.3373","","-0.59%"
"01/19/2023","1.3460","1.3491","1.3522","1.3446","","-0.23%"
"01/18/2023","1.3491","1.3387","1.3502","1.3350","","0.77%"
"01/17/2023","1.3388","1.3406","1.3439","1.3368","","-0.14%"
"01/16/2023","1.3407","1.3399","1.3419","1.3352","","0.08%"
"01/13/2023","1.3396","1.3365","1.3441","1.3322","","0.25%"
"01/12/2023","1.3362","1.3426","1.3458","1.3345","","-0.45%"
"01/11/2023","1.3422","1.3426","1.3447","1.3404","","-0.01%"
"01/10/2023","1.3423","1.3386","1.3447","1.3375","","0.27%"
"01/09/2023","1.3387","1.3444","1.3451","1.3357","","-0.41%"
"01/06/2023","1.3442","1.3575","1.3666","1.3432","","-0.94%"
"01/05/2023","1.3569","1.3478","1.3596","1.3469","","0.69%"
"01/04/2023","1.3476","1.3671","1.3682","1.3474","","-1.41%"
"01/03/2023","1.3669","1.3573","1.3686","1.3523","","0.71%"
"01/02/2023","1.3572","1.3551","1.3586","1.3524","","0.17%"
"12/30/2022","1.3549","1.3548","1.3583","1.3514","","0.02%"
"12/29/2022","1.3546","1.3611","1.3611","1.3537","","-0.46%"
"12/28/2022","1.3608","1.3528","1.3612","1.3485","","0.64%"
"12/27/2022","1.3522","1.3584","1.3585","1.3484","","-0.45%"
